id,prediction
0,0.8181818181818182
1,0.6666666666666666
2,0.3333333333333333
3,1.0
4,0.6666666666666666
5,1.0
6,0.25
7,0.3333333333333333
8,0.0
9,1.0
10,0.3333333333333333
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,0.3333333333333333
17,1.0
18,0.95
19,0.2
20,0.8333333333333334
21,0.5
22,0.0
23,0.0
24,0.6666666666666666
25,1.0
26,0.75
27,0.9333333333333333
28,0.6666666666666666
29,1.0
30,0.8
31,1.0
32,0.0
33,0.0
34,0.8571428571428571
35,0.5217391304347826
36,1.0
37,0.7142857142857143
38,0.0
39,0.4
40,0.0
41,0.16666666666666666
42,0.0
43,0.3333333333333333
44,1.0
45,1.0
46,1.0
47,0.0
48,0.875
49,0.4166666666666667
50,1.0
51,0.0
52,0.2857142857142857
53,0.0
54,0.75
55,0.75
56,0.4
57,1.0
58,0.0
59,0.4
60,1.0
61,1.0
62,0.6666666666666666
63,0.2222222222222222
64,0.2857142857142857
65,0.0
66,0.8333333333333334
67,0.3333333333333333
68,0.8571428571428571
69,0.7142857142857143
70,1.0
71,1.0
72,0.0
73,0.25
74,0.7142857142857143
75,1.0
76,0.3333333333333333
77,1.0
78,0.6
79,1.0
80,0.7142857142857143
81,1.0
82,0.75
83,0.75
84,0.6666666666666666
85,0.5714285714285714
86,0.5
87,0.0
88,0.75
89,0.0
90,0.0
91,0.0
92,0.25
93,1.0
94,1.0
95,1.0
96,0.75
97,1.0
98,0.9090909090909091
99,0.6666666666666666
100,1.0
101,0.75
102,0.75
103,0.42857142857142855
104,0.2727272727272727
105,1.0
106,1.0
107,0.9333333333333333
108,0.2857142857142857
109,0.8181818181818182
110,0.5
111,1.0
112,0.0
113,0.2857142857142857
114,0.2222222222222222
115,0.75
116,0.5555555555555556
117,0.14285714285714285
118,0.6666666666666666
119,0.0
120,1.0
121,1.0
122,1.0
123,0.0
124,0.3
125,0.3333333333333333
126,1.0
127,0.0
128,0.8461538461538461
129,1.0
130,1.0
131,0.8571428571428571
132,0.6
133,0.0
134,0.5714285714285714
135,1.0
136,0.3333333333333333
137,1.0
138,0.75
139,1.0
140,1.0
141,0.75
142,0.6
143,0.0
144,0.3333333333333333
145,0.42857142857142855
146,1.0
147,0.8571428571428571
148,0.0
149,0.8181818181818182
150,0.5
151,1.0
152,1.0
153,0.0
154,0.14285714285714285
155,1.0
156,0.3333333333333333
157,0.2
158,0.75
159,0.25
160,1.0
161,0.5
162,0.5
163,1.0
164,0.6
165,0.8571428571428571
166,0.6
167,0.25
168,0.75
169,1.0
170,1.0
171,0.8461538461538461
172,0.5
173,0.5555555555555556
174,0.4
175,1.0
176,0.5
177,0.8
178,0.23076923076923078
179,0.0
180,0.6
181,0.375
182,0.6
183,0.7142857142857143
184,1.0
185,0.6666666666666666
186,0.0
187,1.0
188,0.8888888888888888
189,1.0
190,1.0
191,0.3333333333333333
192,0.75
193,1.0
194,0.8
195,0.9
196,1.0
197,0.0
198,1.0
199,0.0
200,1.0
201,1.0
202,1.0
203,0.75
204,1.0
205,0.75
206,0.0
207,0.0
208,0.7692307692307693
209,0.0
210,0.3333333333333333
211,0.6666666666666666
212,0.8
213,1.0
214,0.5
215,1.0
216,1.0
217,0.5
218,0.75
219,0.6666666666666666
220,1.0
221,0.8333333333333334
222,0.3333333333333333
223,1.0
224,1.0
225,0.6
226,0.8
227,1.0
228,0.75
229,1.0
230,0.26666666666666666
231,0.9166666666666666
232,1.0
233,0.5
234,0.7777777777777778
235,1.0
236,0.5
237,0.25
238,1.0
239,1.0
240,1.0
241,1.0
242,0.0
243,0.4444444444444444
244,0.8666666666666667
245,0.5
246,0.5714285714285714
247,1.0
248,0.75
249,0.3333333333333333
250,0.6363636363636364
251,1.0
252,1.0
253,0.75
254,1.0
255,0.4444444444444444
256,1.0
257,1.0
258,0.0
259,1.0
260,0.3333333333333333
261,1.0
262,0.4444444444444444
263,0.5
264,0.14285714285714285
265,0.3333333333333333
266,1.0
267,1.0
268,0.2
269,0.2
270,0.0
271,0.22857142857142856
272,0.75
273,0.6363636363636364
274,1.0
275,0.5
276,0.6666666666666666
277,0.0
278,0.8571428571428571
279,0.7777777777777778
280,1.0
281,1.0
282,0.8333333333333334
283,0.9333333333333333
284,1.0
285,0.0
286,0.0
287,0.75
288,0.75
289,0.8333333333333334
290,0.75
291,0.0
292,0.4444444444444444
293,0.0
294,1.0
295,0.0
296,0.7777777777777778
297,0.75
298,0.875
299,1.0
300,0.0
301,0.75
302,0.2222222222222222
303,0.9
304,0.3333333333333333
305,0.38461538461538464
306,0.6666666666666666
307,1.0
308,0.5
309,0.8
310,0.6666666666666666
311,0.0
312,1.0
313,0.7
314,0.5
315,1.0
316,1.0
317,1.0
318,0.3333333333333333
319,1.0
320,0.5
321,0.5
322,0.7
323,0.25
324,1.0
325,0.0
326,0.8333333333333334
327,0.2857142857142857
328,0.6666666666666666
329,0.7142857142857143
330,1.0
331,0.2857142857142857
332,1.0
333,0.3
334,1.0
335,1.0
336,0.0
337,0.8
338,0.8
339,0.5
340,0.5
341,1.0
342,1.0
343,0.6666666666666666
344,1.0
345,0.8333333333333334
346,0.8
347,0.0
348,1.0
349,1.0
350,0.0
351,0.75
352,1.0
353,0.5
354,0.8888888888888888
355,0.7142857142857143
356,0.8333333333333334
357,0.0
358,0.3333333333333333
359,0.7777777777777778
360,0.75
361,0.0
362,0.14285714285714285
363,0.25
364,1.0
365,0.8
366,1.0
367,0.625
368,0.0
369,1.0
370,1.0
371,1.0
372,1.0
373,1.0
374,0.5
375,0.6666666666666666
376,0.5416666666666666
377,0.0
378,0.3333333333333333
379,0.5
380,0.14285714285714285
381,1.0
382,0.9166666666666666
383,0.0
384,0.75
385,0.3333333333333333
386,0.25
387,0.5
388,0.6
389,0.6666666666666666
390,0.8571428571428571
391,0.5
392,0.5
393,0.75
394,0.75
395,0.3
396,0.5833333333333334
397,0.75
398,1.0
399,0.14285714285714285
400,0.75
401,1.0
402,0.3333333333333333
403,0.0
404,0.5555555555555556
405,0.5
406,0.875
407,0.3333333333333333
408,0.2857142857142857
409,0.5
410,1.0
411,0.0
412,0.14285714285714285
413,1.0
414,0.75
415,0.75
416,0.75
417,1.0
418,0.8333333333333334
419,0.5
420,1.0
421,1.0
422,1.0
423,0.8333333333333334
424,1.0
425,0.25
426,0.75
427,1.0
428,1.0
429,0.8888888888888888
430,0.75
431,0.14285714285714285
432,1.0
433,1.0
434,0.75
435,0.0
436,0.16666666666666666
437,0.2857142857142857
438,1.0
439,0.6666666666666666
440,0.3333333333333333
441,0.75
442,0.25
443,1.0
444,0.6666666666666666
445,1.0
446,0.3333333333333333
447,1.0
448,0.0
449,0.5
450,0.8
451,0.5
452,0.8888888888888888
453,0.0
454,0.5
455,0.3333333333333333
456,0.4
457,1.0
458,1.0
459,0.0
460,1.0
461,1.0
462,0.5
463,0.5
464,1.0
465,1.0
466,1.0
467,1.0
468,0.0
469,0.0
470,0.2
471,0.0
472,0.5
473,1.0
